dim,scenario,algorithm,run,seed,success,length,time,firstSolutionTime,tPlanner,tShortcut,tPre,tOpt,nodes,iterations,turnSum,minClear,straightness,escapes,sideFlips,fallback
3d,环廊,AB-IRRT*,8,20264911,1,174.113980,0.690822,0.003292,0.686518,0.000631,0.003292,0.687314,3759.0,6000.0,1.071238,0.004333,0.974681,2.0,3.0,0
3d,环廊,APF-only,9,20264912,1,235.942780,0.002467,0.002350,0.002467,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,9,20264912,1,173.828504,0.707595,0.003543,0.703340,0.000369,0.003543,0.703891,3679.0,6000.0,0.835267,0.033915,0.976282,2.0,3.0,0
3d,环廊,APF-only,10,20264913,1,235.942780,0.002832,0.002701,0.002832,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,10,20264913,1,174.408694,0.769204,0.003171,0.765292,0.000431,0.003171,0.765890,3918.0,6000.0,1.358909,0.002786,0.973034,2.0,3.0,0
3d,环廊,APF-only,11,20264914,1,235.942780,0.003476,0.003314,0.003476,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,11,20264914,1,174.529093,0.734652,0.009057,0.724635,0.000493,0.009057,0.725362,3818.0,6000.0,0.925130,0.228377,0.972363,2.0,3.0,0
3d,环廊,APF-only,12,20264915,1,235.942780,0.003364,0.003212,0.003364,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,12,20264915,1,174.341188,0.790845,0.006512,0.783569,0.000337,0.006512,0.784128,3909.0,6000.0,0.942918,0.023977,0.973411,2.0,3.0,0
3d,环廊,APF-only,13,20264916,1,235.942780,0.002596,0.002452,0.002596,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,13,20264916,1,174.268107,0.725326,0.003375,0.721221,0.000323,0.003375,0.721794,3773.0,6000.0,0.909633,0.190125,0.973819,2.0,3.0,0
3d,环廊,APF-only,14,20264917,1,235.942780,0.002593,0.002464,0.002593,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,14,20264917,1,174.231174,0.718966,0.003388,0.714942,0.000311,0.003388,0.715420,3739.0,6000.0,0.860432,0.158293,0.974026,2.0,3.0,0
3d,环廊,APF-only,15,20264918,1,235.942780,0.003842,0.003709,0.003842,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,15,20264918,1,174.371489,0.728938,0.003323,0.724866,0.000428,0.003323,0.725471,3864.0,6000.0,0.854518,0.121354,0.973242,2.0,3.0,0
3d,环廊,APF-only,16,20264919,1,235.942780,0.002797,0.002676,0.002797,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,16,20264919,1,173.887558,0.755163,0.007637,0.746456,0.000496,0.007637,0.747180,3912.0,6000.0,0.937424,0.009400,0.975950,2.0,3.0,0
3d,环廊,APF-only,17,20264920,1,235.942780,0.003964,0.003784,0.003964,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,17,20264920,1,174.122710,0.793751,0.003582,0.789403,0.000403,0.003582,0.790005,3672.0,6000.0,0.883434,0.041569,0.974632,2.0,3.0,0
3d,环廊,APF-only,18,20264921,1,235.942780,0.003789,0.003630,0.003789,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,18,20264921,1,174.116066,0.855782,0.004121,0.850910,0.000373,0.004121,0.851477,3881.0,6000.0,0.849802,0.046564,0.974670,2.0,3.0,0
3d,环廊,APF-only,19,20264922,1,235.942780,0.003297,0.003149,0.003297,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,19,20264922,1,173.846416,0.798936,0.005258,0.792838,0.000445,0.005258,0.793486,3842.0,6000.0,0.845366,0.018072,0.976181,2.0,3.0,0
3d,环廊,APF-only,20,20264923,1,235.942780,0.003560,0.003393,0.003560,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,20,20264923,1,174.279207,0.747793,0.005077,0.739218,0.002768,0.005077,0.742451,3679.0,6000.0,0.842351,0.130388,0.973757,2.0,3.0,0
3d,环廊,APF-only,21,20264924,1,235.942780,0.003662,0.003474,0.003662,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,21,20264924,1,174.060529,0.812444,0.011711,0.799758,0.000380,0.011711,0.800411,3764.0,6000.0,0.863371,0.062142,0.974981,2.0,3.0,0
3d,环廊,APF-only,22,20264925,1,235.942780,0.004021,0.003852,0.004021,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,22,20264925,1,174.406319,0.796492,0.004366,0.791471,0.000322,0.004366,0.791962,3814.0,6000.0,0.932830,0.031301,0.973047,2.0,3.0,0
3d,环廊,APF-only,23,20264926,1,235.942780,0.003844,0.003666,0.003844,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,23,20264926,1,174.400831,0.683897,0.004841,0.678123,0.000474,0.004841,0.678844,3761.0,6000.0,0.803886,0.004904,0.973078,2.0,3.0,0
3d,环廊,APF-only,24,20264927,1,235.942780,0.003320,0.003171,0.003320,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,24,20264927,1,174.412030,0.696626,0.003164,0.692796,0.000323,0.003164,0.693300,3904.0,6000.0,1.016496,0.035700,0.973016,2.0,3.0,0
3d,环廊,APF-only,25,20264928,1,235.942780,0.002669,0.002536,0.002669,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,25,20264928,1,173.779790,0.676616,0.003505,0.672520,0.000267,0.003505,0.672956,3912.0,6000.0,0.824287,0.043572,0.976556,2.0,3.0,0
3d,环廊,APF-only,26,20264929,1,235.942780,0.005463,0.005184,0.005463,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,26,20264929,1,174.560237,0.752134,0.004560,0.746848,0.000374,0.004560,0.747405,3906.0,6000.0,0.918571,0.131768,0.972189,2.0,3.0,0
3d,环廊,APF-only,27,20264930,1,235.942780,0.005457,0.005238,0.005457,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,27,20264930,1,173.937711,0.666942,0.004556,0.661719,0.000308,0.004556,0.662193,3741.0,6000.0,1.018988,0.020239,0.975669,2.0,3.0,0
3d,环廊,APF-only,28,20264931,1,235.942780,0.002784,0.002648,0.002784,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,28,20264931,1,174.164385,0.629538,0.003566,0.625198,0.000344,0.003566,0.625811,3642.0,6000.0,0.912399,0.095092,0.974399,2.0,3.0,0
3d,环廊,APF-only,29,20264932,1,235.942780,0.004269,0.004129,0.004269,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,29,20264932,1,173.941694,0.761721,0.006277,0.754712,0.000306,0.006277,0.755210,3765.0,6000.0,0.899928,0.006266,0.975647,2.0,3.0,0
3d,环廊,APF-only,30,20264933,1,235.942780,0.004313,0.004113,0.004313,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,30,20264933,1,174.301426,0.700585,0.007405,0.692293,0.000416,0.007405,0.692921,3813.0,6000.0,0.865152,0.034406,0.973633,2.0,3.0,0
3d,环廊,APF-only,31,20264934,1,235.942780,0.006151,0.005900,0.006151,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,31,20264934,1,174.119824,0.731100,0.004314,0.725947,0.000490,0.004314,0.726615,3771.0,6000.0,0.921598,0.055047,0.974649,2.0,3.0,0
3d,环廊,APF-only,32,20264935,1,235.942780,0.004904,0.004590,0.004904,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,32,20264935,1,174.308084,0.783941,0.005292,0.777859,0.000373,0.005292,0.778459,3805.0,6000.0,0.872369,0.387850,0.973596,2.0,3.0,0
3d,环廊,APF-only,33,20264936,1,235.942780,0.003707,0.003535,0.003707,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,33,20264936,1,173.969109,0.830391,0.005280,0.824448,0.000303,0.005280,0.824936,3828.0,6000.0,0.908086,0.028485,0.975493,2.0,3.0,0
3d,环廊,APF-only,34,20264937,1,235.942780,0.002330,0.002218,0.002330,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,34,20264937,1,174.896571,0.778583,0.003798,0.774003,0.000436,0.003798,0.774597,3856.0,6000.0,1.218409,0.008118,0.970320,2.0,3.0,0
3d,环廊,APF-only,35,20264938,1,235.942780,0.005043,0.004823,0.005043,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,35,20264938,1,173.933657,0.778730,0.005727,0.772210,0.000377,0.005727,0.772815,3822.0,6000.0,0.874699,0.188451,0.975692,2.0,3.0,0
3d,环廊,APF-only,36,20264939,1,235.942780,0.004044,0.003863,0.004044,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,36,20264939,1,174.039708,0.792242,0.005720,0.785794,0.000311,0.005720,0.786324,3773.0,6000.0,0.828258,0.247072,0.975097,2.0,3.0,0
3d,环廊,APF-only,37,20264940,1,235.942780,0.003245,0.003109,0.003245,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,37,20264940,1,173.985351,0.803915,0.004724,0.798242,0.000534,0.004724,0.798960,3763.0,6000.0,1.051273,0.011131,0.975402,2.0,3.0,0
3d,环廊,APF-only,38,20264941,1,235.942780,0.003639,0.003439,0.003639,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,38,20264941,1,174.437438,0.771083,0.004631,0.765516,0.000538,0.004631,0.766271,3795.0,6000.0,1.275580,0.044777,0.972874,2.0,3.0,0
3d,环廊,APF-only,39,20264942,1,235.942780,0.003310,0.003159,0.003310,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,39,20264942,1,174.453089,0.780488,0.005128,0.774573,0.000339,0.005128,0.775174,3747.0,6000.0,0.943728,0.092209,0.972787,2.0,3.0,0
3d,环廊,APF-only,40,20264943,1,235.942780,0.002610,0.002477,0.002610,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,40,20264943,1,174.530535,0.769820,0.003557,0.765502,0.000335,0.003557,0.766030,3765.0,6000.0,1.129133,0.227671,0.972355,2.0,3.0,0
3d,环廊,APF-only,41,20264944,1,235.942780,0.002659,0.002540,0.002659,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,41,20264944,1,174.628564,0.722617,0.005980,0.716013,0.000246,0.005980,0.716427,4007.0,6000.0,0.892648,0.080205,0.971809,2.0,3.0,0
3d,环廊,APF-only,42,20264945,1,235.942780,0.002678,0.002551,0.002678,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,42,20264945,1,174.216406,0.738089,0.009928,0.727280,0.000331,0.009928,0.727831,3827.0,6000.0,0.982601,0.006297,0.974108,2.0,3.0,0
3d,环廊,APF-only,43,20264946,1,235.942780,0.004574,0.004374,0.004574,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,43,20264946,1,174.153090,0.737668,0.004712,0.732207,0.000386,0.004712,0.732771,3747.0,6000.0,1.030254,0.036645,0.974462,2.0,3.0,0
3d,环廊,APF-only,44,20264947,1,235.942780,0.004482,0.004322,0.004482,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,44,20264947,1,174.140842,0.663991,0.004692,0.658481,0.000423,0.004692,0.659120,3663.0,6000.0,0.895203,0.081845,0.974531,2.0,3.0,0
3d,环廊,APF-only,45,20264948,1,235.942780,0.003973,0.003813,0.003973,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,45,20264948,1,174.112342,0.757566,0.004462,0.752075,0.000571,0.004462,0.752860,3700.0,6000.0,0.805400,0.015270,0.974690,2.0,3.0,0
3d,环廊,APF-only,46,20264949,1,235.942780,0.003474,0.003292,0.003474,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,46,20264949,1,174.243460,0.766177,0.003905,0.761267,0.000624,0.003905,0.762109,3776.0,6000.0,1.020266,0.026170,0.973957,2.0,3.0,0
3d,环廊,APF-only,47,20264950,1,235.942780,0.003818,0.003657,0.003818,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,47,20264950,1,174.093651,0.830726,0.004152,0.825664,0.000542,0.004152,0.826404,3836.0,6000.0,0.945143,0.018832,0.974795,2.0,3.0,0
3d,环廊,APF-only,48,20264951,1,235.942780,0.002669,0.002544,0.002669,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,48,20264951,1,174.199130,0.777005,0.003119,0.773196,0.000374,0.003119,0.773747,3800.0,6000.0,0.869396,0.230620,0.974205,2.0,3.0,0
3d,环廊,APF-only,49,20264952,1,235.942780,0.005265,0.005036,0.005265,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,49,20264952,1,174.471171,0.837250,0.004512,0.831556,0.000749,0.004512,0.832527,3876.0,6000.0,1.409567,0.026133,0.972686,2.0,3.0,0
3d,环廊,APF-only,50,20264953,1,235.942780,0.003432,0.003275,0.003432,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,50,20264953,1,174.512148,0.770524,0.005348,0.764454,0.000314,0.005348,0.764974,3810.0,6000.0,1.028283,0.063583,0.972457,2.0,3.0,0
3d,悬挑,APF-only,1,20265904,1,323.969580,0.004591,0.004378,0.004591,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,1,20265904,1,249.393235,0.667397,0.004811,0.661612,0.000217,0.004811,0.662087,4692.0,6000.0,0.477183,0.136481,0.991953,0.0,3.0,0
3d,悬挑,APF-only,2,20265905,1,323.969580,0.003487,0.003334,0.003487,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,2,20265905,1,249.469597,0.685451,0.004349,0.680223,0.000212,0.004349,0.680626,4717.0,6000.0,0.393905,0.174815,0.991649,0.0,3.0,0
3d,悬挑,APF-only,3,20265906,1,323.969580,0.003776,0.003621,0.003776,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,3,20265906,1,249.410926,0.696135,0.005448,0.689737,0.000223,0.005448,0.690156,4670.0,6000.0,0.486120,0.107223,0.991883,0.0,3.0,0
3d,悬挑,APF-only,4,20265907,1,323.969580,0.003051,0.002919,0.003051,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,4,20265907,1,249.206815,0.681889,0.004827,0.673876,0.000193,0.004827,0.674247,4629.0,6000.0,0.411720,0.208224,0.992695,0.0,3.0,0
3d,悬挑,APF-only,5,20265908,1,323.969580,0.002505,0.002390,0.002505,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,5,20265908,1,249.762148,0.580230,0.003035,0.576687,0.000182,0.003035,0.577062,4607.0,6000.0,0.533198,0.178989,0.990488,0.0,3.0,0
3d,悬挑,APF-only,6,20265909,1,323.969580,0.005123,0.004916,0.005123,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,6,20265909,1,249.402498,0.716239,0.003241,0.712406,0.000256,0.003241,0.712833,4627.0,6000.0,0.600716,0.140278,0.991916,0.0,3.0,0
3d,悬挑,APF-only,7,20265910,1,323.969580,0.002701,0.002585,0.002701,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,7,20265910,1,249.506200,0.600597,0.003163,0.596514,0.000514,0.003163,0.597259,4676.0,6000.0,0.483598,0.094139,0.991504,0.0,3.0,0
3d,悬挑,APF-only,8,20265911,1,323.969580,0.004400,0.004178,0.004400,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,8,20265911,1,249.641220,0.605524,0.003904,0.600998,0.000267,0.003904,0.601464,4706.0,6000.0,0.517843,0.040886,0.990968,0.0,3.0,0
3d,悬挑,APF-only,9,20265912,1,323.969580,0.002694,0.002574,0.002694,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,9,20265912,1,249.618599,0.571985,0.002866,0.568416,0.000390,0.002866,0.568978,4754.0,6000.0,0.501152,0.018541,0.991057,0.0,3.0,0
3d,悬挑,APF-only,10,20265913,1,323.969580,0.003442,0.003294,0.003442,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,10,20265913,1,249.394124,0.692650,0.003504,0.688365,0.000416,0.003504,0.688979,4611.0,6000.0,0.505977,0.042202,0.991949,0.0,3.0,0
3d,悬挑,APF-only,11,20265914,1,323.969580,0.003765,0.003594,0.003765,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,11,20265914,1,249.552973,0.602041,0.004758,0.596502,0.000290,0.004758,0.597124,4584.0,6000.0,0.416669,0.338070,0.991318,0.0,3.0,0
3d,悬挑,APF-only,12,20265915,1,323.969580,0.002386,0.002270,0.002386,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,12,20265915,1,249.313603,0.677808,0.003500,0.673788,0.000192,0.003500,0.674182,4615.0,6000.0,0.473645,0.234525,0.992270,0.0,3.0,0
3d,悬挑,APF-only,13,20265916,1,323.969580,0.003059,0.002927,0.003059,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,13,20265916,1,249.597156,0.656959,0.004719,0.651755,0.000149,0.004719,0.652085,4654.0,6000.0,0.471151,0.450575,0.991142,0.0,3.0,0
3d,悬挑,APF-only,14,20265917,1,323.969580,0.004431,0.004222,0.004431,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,14,20265917,1,249.339402,0.719364,0.003767,0.714687,0.000473,0.003767,0.715411,4656.0,6000.0,0.500301,0.170659,0.992167,0.0,3.0,0
3d,悬挑,APF-only,15,20265918,1,323.969580,0.004964,0.004741,0.004964,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,15,20265918,1,249.827163,0.675616,0.003521,0.671613,0.000202,0.003521,0.671968,4669.0,6000.0,0.654477,0.094860,0.990230,0.0,3.0,0
3d,悬挑,APF-only,16,20265919,1,323.969580,0.004036,0.003845,0.004036,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,16,20265919,1,249.617305,0.676743,0.005316,0.670861,0.000181,0.005316,0.671236,4744.0,6000.0,0.443304,0.272601,0.991062,0.0,3.0,0
3d,悬挑,APF-only,17,20265920,1,323.969580,0.003168,0.003027,0.003168,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,17,20265920,1,249.387199,0.660321,0.003115,0.656680,0.000195,0.003115,0.657068,4645.0,6000.0,0.414627,0.213872,0.991977,0.0,3.0,0
3d,悬挑,APF-only,18,20265921,1,323.969580,0.003906,0.003728,0.003906,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,18,20265921,1,249.352684,0.621752,0.003544,0.617635,0.000242,0.003544,0.618066,4653.0,6000.0,0.513100,0.330072,0.992114,0.0,3.0,0
3d,悬挑,APF-only,19,20265922,1,323.969580,0.004153,0.003967,0.004153,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,19,20265922,1,249.292519,0.697839,0.004682,0.692578,0.000219,0.004682,0.693005,4598.0,6000.0,0.430099,0.442278,0.992354,0.0,3.0,0
3d,悬挑,APF-only,20,20265923,1,323.969580,0.003261,0.003127,0.003261,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,20,20265923,1,249.315590,0.761243,0.004004,0.756586,0.000340,0.004004,0.757105,4619.0,6000.0,0.533354,0.106448,0.992262,0.0,3.0,0
3d,悬挑,APF-only,21,20265924,1,323.969580,0.004286,0.004115,0.004286,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,21,20265924,1,249.218311,0.722550,0.004571,0.717363,0.000264,0.004571,0.717827,4606.0,6000.0,0.491899,0.094449,0.992649,0.0,3.0,0
3d,悬挑,APF-only,22,20265925,1,323.969580,0.003779,0.003612,0.003779,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,22,20265925,1,249.551587,0.649687,0.005439,0.643461,0.000358,0.005439,0.644059,4593.0,6000.0,0.479511,0.460336,0.991323,0.0,3.0,0
3d,悬挑,APF-only,23,20265926,1,323.969580,0.003798,0.003644,0.003798,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,23,20265926,1,249.268735,0.695885,0.004838,0.690491,0.000188,0.004838,0.690874,4516.0,6000.0,0.417588,0.008259,0.992448,0.0,3.0,0
3d,悬挑,APF-only,24,20265927,1,323.969580,0.004475,0.004302,0.004475,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,24,20265927,1,249.324418,0.623853,0.003799,0.619358,0.000381,0.003799,0.619916,4584.0,6000.0,0.472358,0.427405,0.992227,0.0,3.0,0
3d,悬挑,APF-only,25,20265928,1,323.969580,0.002984,0.002845,0.002984,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,25,20265928,1,249.720275,0.669329,0.004610,0.664027,0.000319,0.004610,0.664543,4617.0,6000.0,0.600173,0.288951,0.990654,0.0,3.0,0
3d,悬挑,APF-only,26,20265929,1,323.969580,0.002840,0.002711,0.002840,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,26,20265929,1,250.038010,0.606631,0.003090,0.603040,0.000193,0.003090,0.603420,4729.0,6000.0,0.575115,0.328329,0.989395,0.0,3.0,0
3d,悬挑,APF-only,27,20265930,1,323.969580,0.003324,0.003163,0.003324,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,27,20265930,1,249.448167,0.662335,0.003620,0.658194,0.000192,0.003620,0.658569,4606.0,6000.0,0.436319,0.319068,0.991734,0.0,3.0,0
3d,悬挑,APF-only,28,20265931,1,323.969580,0.004795,0.004562,0.004795,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,28,20265931,1,249.517546,0.697790,0.005681,0.691469,0.000236,0.005681,0.691924,4733.0,6000.0,0.404864,0.079089,0.991459,0.0,3.0,0
3d,悬挑,APF-only,29,20265932,1,323.969580,0.003757,0.003593,0.003757,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,29,20265932,1,249.179790,0.705644,0.004985,0.700026,0.000246,0.004985,0.700493,4704.0,6000.0,0.437742,0.244058,0.992803,0.0,3.0,0
3d,悬挑,APF-only,30,20265933,1,323.969580,0.002928,0.002807,0.002928,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,30,20265933,1,249.196185,0.643048,0.006612,0.635727,0.000274,0.006612,0.636240,4549.0,6000.0,0.523923,0.076482,0.992737,0.0,3.0,0
3d,悬挑,APF-only,31,20265934,1,323.969580,0.002648,0.002508,0.002648,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,31,20265934,1,249.549336,0.664732,0.005467,0.658562,0.000330,0.005467,0.659083,4614.0,6000.0,0.369080,0.075251,0.991332,0.0,3.0,0
3d,悬挑,APF-only,32,20265935,1,323.969580,0.003175,0.003035,0.003175,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,32,20265935,1,249.509759,0.691028,0.005667,0.684582,0.000405,0.005667,0.685190,4697.0,6000.0,0.638437,0.058532,0.991490,0.0,3.0,0
3d,悬挑,APF-only,33,20265936,1,323.969580,0.004987,0.004792,0.004987,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,33,20265936,1,249.320319,0.793029,0.005345,0.787178,0.000154,0.005345,0.787511,4608.0,6000.0,0.431241,0.121473,0.992243,0.0,3.0,0
3d,悬挑,APF-only,34,20265937,1,323.969580,0.002919,0.002791,0.002919,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
3d,悬挑,AB-IRRT*,34,20265937,1,249.368079,0.701721,0.004410,0.696763,0.000239,0.004410,0.697172,4603.0,6000.0,0.470275,0.127297,0.992053,0.0,3.0,0
3d,悬挑,APF-only,35,20265938,1,323.969580,0.005222,0.005004,0.005222,NaN,NaN,NaN,NaN,50.0,31.424760,0.148188,0.763610,0.0,3.0,0
