dim,scenario,algorithm,run,firstLen
3d,悬挑,FMT*,16,309.217407329981
3d,悬挑,BIT*,16,260.556974081523
3d,悬挑,RRT#,16,280.790911527919
3d,悬挑,AB-IRRT*,16,255.732852443965
3d,悬挑,RRT*,17,267.971812358507
3d,悬挑,Informed-RRT*,17,267.971812358507
3d,悬挑,PRM*,17,296.827538922069
3d,悬挑,FMT*,17,329.609440722511
3d,悬挑,BIT*,17,280.288982949649
3d,悬挑,RRT#,17,267.971812358507
3d,悬挑,AB-IRRT*,17,255.732852443965
3d,悬挑,RRT*,18,267.374430424231
3d,悬挑,Informed-RRT*,18,267.374430424231
3d,悬挑,PRM*,18,400.921545035257
3d,悬挑,FMT*,18,334.652750311985
3d,悬挑,BIT*,18,278.928861855076
3d,悬挑,RRT#,18,267.374430424231
3d,悬挑,AB-IRRT*,18,255.732852443965
3d,悬挑,RRT*,19,298.423026301459
3d,悬挑,Informed-RRT*,19,298.423026301459
3d,悬挑,PRM*,19,350.477398608671
3d,悬挑,FMT*,19,257.826017612975
3d,悬挑,BIT*,19,266.496702219716
3d,悬挑,RRT#,19,298.423026301459
3d,悬挑,AB-IRRT*,19,255.732852443965
3d,悬挑,RRT*,20,264.159685417417
3d,悬挑,Informed-RRT*,20,264.159685417417
3d,悬挑,PRM*,20,357.030945739877
3d,悬挑,FMT*,20,352.531224648143
3d,悬挑,BIT*,20,267.536312188639
3d,悬挑,RRT#,20,264.159685417417
3d,悬挑,AB-IRRT*,20,255.732852443965
3d,悬挑,RRT*,21,270.961244583767
3d,悬挑,Informed-RRT*,21,270.961244583767
3d,悬挑,PRM*,21,354.023266325719
3d,悬挑,FMT*,21,268.455098744721
3d,悬挑,BIT*,21,269.883995991398
3d,悬挑,RRT#,21,270.961244583767
3d,悬挑,AB-IRRT*,21,255.732852443965
3d,悬挑,RRT*,22,270.388095281769
3d,悬挑,Informed-RRT*,22,270.388095281769
3d,悬挑,PRM*,22,282.60031682684
3d,悬挑,FMT*,22,391.839643303353
3d,悬挑,BIT*,22,274.468504823234
3d,悬挑,RRT#,22,267.258804534803
3d,悬挑,AB-IRRT*,22,255.732852443965
3d,悬挑,RRT*,23,266.620851566286
3d,悬挑,Informed-RRT*,23,266.620851566286
3d,悬挑,PRM*,23,276.886907783615
3d,悬挑,FMT*,23,311.321054927944
3d,悬挑,BIT*,23,292.469941117943
3d,悬挑,RRT#,23,266.620851566286
3d,悬挑,AB-IRRT*,23,255.732852443965
3d,悬挑,RRT*,24,273.087779011609
3d,悬挑,Informed-RRT*,24,273.087779011609
3d,悬挑,PRM*,24,351.474908186706
3d,悬挑,FMT*,24,320.0978038328
3d,悬挑,BIT*,24,288.558405164738
3d,悬挑,RRT#,24,273.087779011609
3d,悬挑,AB-IRRT*,24,255.732852443965
3d,悬挑,RRT*,25,263.532341699577
3d,悬挑,Informed-RRT*,25,263.532341699577
3d,悬挑,PRM*,25,332.397056120823
3d,悬挑,FMT*,25,298.149130918827
3d,悬挑,BIT*,25,266.309668779086
3d,悬挑,RRT#,25,263.532341699577
3d,悬挑,AB-IRRT*,25,255.732852443965
3d,悬挑,RRT*,26,269.524091634578
3d,悬挑,Informed-RRT*,26,269.524091634578
3d,悬挑,PRM*,26,340.113336460202
3d,悬挑,FMT*,26,353.952720976627
3d,悬挑,BIT*,26,281.91715817419
3d,悬挑,RRT#,26,269.524091634578
3d,悬挑,AB-IRRT*,26,255.732852443965
3d,悬挑,RRT*,27,269.066645902764
3d,悬挑,Informed-RRT*,27,269.066645902764
3d,悬挑,PRM*,27,290.441534760213
3d,悬挑,FMT*,27,282.795492216707
3d,悬挑,BIT*,27,269.861248497321
3d,悬挑,RRT#,27,269.066645902764
3d,悬挑,AB-IRRT*,27,255.732852443965
3d,悬挑,RRT*,28,272.821953780109
3d,悬挑,Informed-RRT*,28,272.821953780109
3d,悬挑,PRM*,28,313.790811232577
3d,悬挑,FMT*,28,311.097714051926
3d,悬挑,BIT*,28,267.155138980636
3d,悬挑,RRT#,28,272.821953780109
3d,悬挑,AB-IRRT*,28,255.732852443965
3d,悬挑,RRT*,29,293.331115539229
3d,悬挑,Informed-RRT*,29,293.331115539229
3d,悬挑,PRM*,29,350.892756351916
3d,悬挑,FMT*,29,319.976278788118
3d,悬挑,BIT*,29,268.717346736377
3d,悬挑,RRT#,29,290.629382532526
3d,悬挑,AB-IRRT*,29,255.732852443965
3d,悬挑,RRT*,30,267.987379825567
3d,悬挑,Informed-RRT*,30,267.987379825567
3d,悬挑,PRM*,30,397.084812100633
3d,悬挑,FMT*,30,307.258961099135
3d,悬挑,BIT*,30,281.532262933024
3d,悬挑,RRT#,30,267.987379825567
3d,悬挑,AB-IRRT*,30,255.732852443965
3d,悬挑,RRT*,31,272.940753790892
3d,悬挑,Informed-RRT*,31,272.940753790892
3d,悬挑,PRM*,31,321.338300658027
3d,悬挑,FMT*,31,327.723539788642
3d,悬挑,BIT*,31,265.617184818147
3d,悬挑,RRT#,31,272.940753790892
3d,悬挑,AB-IRRT*,31,255.732852443965
3d,悬挑,RRT*,32,266.011917000596
3d,悬挑,Informed-RRT*,32,266.011917000596
3d,悬挑,PRM*,32,329.117855568779
3d,悬挑,FMT*,32,318.033817813463
3d,悬挑,BIT*,32,292.565733964383
3d,悬挑,RRT#,32,266.011917000596
3d,悬挑,AB-IRRT*,32,255.732852443965
3d,悬挑,RRT*,33,267.235095935077
3d,悬挑,Informed-RRT*,33,267.235095935077
3d,悬挑,PRM*,33,324.947940968399
3d,悬挑,FMT*,33,338.336132792263
3d,悬挑,BIT*,33,260.528790675843
3d,悬挑,RRT#,33,267.235095935077
3d,悬挑,AB-IRRT*,33,255.732852443965
3d,悬挑,RRT*,34,274.64572158322
3d,悬挑,Informed-RRT*,34,274.64572158322
3d,悬挑,PRM*,34,460.293370388108
3d,悬挑,FMT*,34,315.967440447695
3d,悬挑,BIT*,34,276.695243608796
3d,悬挑,RRT#,34,274.64572158322
3d,悬挑,AB-IRRT*,34,255.732852443965
3d,悬挑,RRT*,35,277.445872317018
3d,悬挑,Informed-RRT*,35,277.445872317018
3d,悬挑,PRM*,35,314.546117005084
3d,悬挑,FMT*,35,359.002373119341
3d,悬挑,BIT*,35,272.904288283316
3d,悬挑,RRT#,35,277.445872317018
3d,悬挑,AB-IRRT*,35,255.732852443965
3d,悬挑,RRT*,36,264.1364113635
3d,悬挑,Informed-RRT*,36,264.1364113635
3d,悬挑,PRM*,36,316.474317149982
3d,悬挑,FMT*,36,379.135209777088
3d,悬挑,BIT*,36,265.277451059046
3d,悬挑,RRT#,36,264.1364113635
3d,悬挑,AB-IRRT*,36,255.732852443965
3d,悬挑,RRT*,37,269.699206499843
3d,悬挑,Informed-RRT*,37,269.699206499843
3d,悬挑,PRM*,37,341.11216316005
3d,悬挑,FMT*,37,344.318005345399
3d,悬挑,BIT*,37,346.163689652891
3d,悬挑,RRT#,37,269.699206499843
3d,悬挑,AB-IRRT*,37,255.732852443965
3d,悬挑,RRT*,38,267.348723702808
3d,悬挑,Informed-RRT*,38,267.348723702808
3d,悬挑,PRM*,38,296.208830271734
3d,悬挑,FMT*,38,332.790758277259
3d,悬挑,BIT*,38,261.440320011195
3d,悬挑,RRT#,38,267.348723702808
3d,悬挑,AB-IRRT*,38,255.732852443965
3d,悬挑,RRT*,39,267.555207206285
3d,悬挑,Informed-RRT*,39,267.555207206285
3d,悬挑,PRM*,39,346.000748758207
3d,悬挑,FMT*,39,334.694320775377
3d,悬挑,BIT*,39,272.465214059581
3d,悬挑,RRT#,39,267.555207206285
3d,悬挑,AB-IRRT*,39,255.732852443965
3d,悬挑,RRT*,40,266.041073523937
3d,悬挑,Informed-RRT*,40,266.041073523937
3d,悬挑,PRM*,40,336.884959121062
3d,悬挑,FMT*,40,327.204555137742
3d,悬挑,BIT*,40,264.194393318818
3d,悬挑,RRT#,40,266.041073523937
3d,悬挑,AB-IRRT*,40,255.732852443965
3d,悬挑,RRT*,41,264.305972474514
3d,悬挑,Informed-RRT*,41,264.305972474514
3d,悬挑,PRM*,41,285.386933825381
3d,悬挑,FMT*,41,354.72867505637
3d,悬挑,BIT*,41,282.052347891268
3d,悬挑,RRT#,41,264.305972474514
3d,悬挑,AB-IRRT*,41,255.732852443965
3d,悬挑,RRT*,42,279.570420407611
3d,悬挑,Informed-RRT*,42,279.570420407611
3d,悬挑,PRM*,42,265.790666485718
3d,悬挑,FMT*,42,417.325447726973
3d,悬挑,BIT*,42,288.993373322054
3d,悬挑,RRT#,42,279.570420407611
3d,悬挑,AB-IRRT*,42,255.732852443965
3d,悬挑,RRT*,43,270.995678993503
3d,悬挑,Informed-RRT*,43,270.995678993503
3d,悬挑,PRM*,43,284.201617333406
3d,悬挑,FMT*,43,304.884973519153
3d,悬挑,BIT*,43,271.76011990546
3d,悬挑,RRT#,43,270.912876088402
3d,悬挑,AB-IRRT*,43,255.732852443965
3d,悬挑,RRT*,44,267.165748535652
3d,悬挑,Informed-RRT*,44,267.165748535652
3d,悬挑,PRM*,44,423.760831442313
3d,悬挑,FMT*,44,325.554900363702
3d,悬挑,BIT*,44,268.796319481671
3d,悬挑,RRT#,44,267.165748535652
3d,悬挑,AB-IRRT*,44,255.732852443965
3d,悬挑,RRT*,45,287.262390280005
3d,悬挑,Informed-RRT*,45,287.262390280005
3d,悬挑,PRM*,45,279.628262197359
3d,悬挑,FMT*,45,262.026483961955
3d,悬挑,BIT*,45,262.026483961955
3d,悬挑,RRT#,45,287.038974694075
3d,悬挑,AB-IRRT*,45,255.732852443965
3d,悬挑,RRT*,46,271.299466788133
3d,悬挑,Informed-RRT*,46,271.299466788133
3d,悬挑,PRM*,46,285.391226055474
3d,悬挑,FMT*,46,317.423832041942
3d,悬挑,BIT*,46,269.533853309841
3d,悬挑,RRT#,46,271.299466788133
3d,悬挑,AB-IRRT*,46,255.732852443965
3d,悬挑,RRT*,47,275.533079910107
3d,悬挑,Informed-RRT*,47,275.533079910107
3d,悬挑,PRM*,47,329.321578233469
3d,悬挑,FMT*,47,343.765788875169
3d,悬挑,BIT*,47,271.16822712387
3d,悬挑,RRT#,47,275.533079910107
3d,悬挑,AB-IRRT*,47,255.732852443965
3d,悬挑,RRT*,48,280.444412281993
3d,悬挑,Informed-RRT*,48,280.444412281993
3d,悬挑,PRM*,48,384.35907725154
3d,悬挑,FMT*,48,272.837596464667
3d,悬挑,BIT*,48,272.837596464667
3d,悬挑,RRT#,48,280.444412281993
3d,悬挑,AB-IRRT*,48,255.732852443965
3d,悬挑,RRT*,49,264.445268710461
3d,悬挑,Informed-RRT*,49,264.445268710461
3d,悬挑,PRM*,49,386.128678031693
3d,悬挑,FMT*,49,285.320230026739
3d,悬挑,BIT*,49,285.320230026739
3d,悬挑,RRT#,49,264.183041112931
3d,悬挑,AB-IRRT*,49,255.732852443965
3d,悬挑,RRT*,50,291.228273613014
3d,悬挑,Informed-RRT*,50,291.228273613014
3d,悬挑,PRM*,50,354.776722235799
3d,悬挑,FMT*,50,261.628769361945
3d,悬挑,BIT*,50,278.524860321626
3d,悬挑,RRT#,50,291.228273613014
3d,悬挑,AB-IRRT*,50,255.732852443965
